Transcript,Label,Predicted Emotion,Mapped Value,speaker_id
You know why I brought Annie here don't you?,0,Neutral,0,940
I wanted to get this settled first.,2,Neutral,0,946
"I'm sorry, babe.",2,Sad,2,939
But she's--you're not gonna--you're not gonna be here for--for her first words.  For her first steps.  I mean--it's something that you're supposed to be here for that--,2,Sad,2,938
I'll send you lots of pictures.,2,Neutral,0,940
"and right you know it's still- and then, you know, I mean-",1,Neutral,0,942
Sometimes you have a- Sometimes you have a talent for ignoring things.,3,Neutral,0,946
I want you now Annie.,0,Sad,2,940
"Will you turn that off, it's driving me mad.",3,Angry,3,937
I'd rather not remember something...,2,Neutral,0,941
Next.,3,Angry,3,945
"Well, it's- it's just sort of help with the fact uh that you lost some of your possessions and we rather do that than-",0,Neutral,0,940
I noticed that. It's beautiful.,1,Neutral,0,939
"Uh, I mean have you been shopping around on the Internet and stuff? I mean that you gave-",0,Neutral,0,940
Like you need another one of those.[LAUGHTER],1,Neutral,0,937
"and never you know, give it to anyone out, never even give out your number to any like unreliable company that you haven't heard of or anything like that, all right? Because, um, we want to- we definitely want to help you out, but-",0,Neutral,0,940
Just like it.,2,Neutral,0,945
"For God sakes it's been three years, nobody comes back after three years, that's insane.",3,Angry,3,940
You started to write me.,0,Neutral,0,937
Well I'll come back.  What is that supposed to mean?  You're not willing to wait for me to come back?,3,Angry,3,946
We're not seeing the grunions?,0,Neutral,0,939
Iraq.,2,Neutral,0,943
I just said the library,0,Neutral,0,946
"That's just a little thing but that's the kind of guys I had.  They didn't just die, they killed themselves for each other and I mean that exactly.",2,Sad,2,941
You've been kind of embarrassed ever since I got here.,2,Neutral,0,945
"You know, so- I mean, are you doing anything later?  Or um",0,Neutral,0,942
"It was in the car, right?  Driving past the Knickerbocker Liquor Locker, you said, ""let's get some champagne,"" and I said, ""time's a wasting"" or something like that, right?",0,Neutral,0,938
"It was in the car right.  Driving past the Knickerbocker Liquor Locker, you said let's get some champagne and I said times a wasting or something like that.  Right?",0,Neutral,0,946
"okay so I'm getting on my jacket and putting out the animals, getting the car out of the garage-",0,Neutral,0,940
Would you uh...turn that off please? You're going to wake the people upstairs.,3,Angry,3,945
yeah. And that was the first time you ever hit me.,1,Neutral,0,939
"On the contrary, a child of two can get violently drunk off just one glass of brandy.",3,Angry,3,941
I don't know.  He had a really good resume I guess and--,0,Neutral,0,937
So now I can stay here and now we can party. I know.,1,Happy,1,939
I know.,2,Neutral,0,943
Okay.  Well you um-...,0,Neutral,0,941
"Oh, be quiet.",3,Angry,3,942
Pass up what? A bunch of fish. They swim up to the beach and they flop around and they swim away and then they die.,3,Neutral,0,939
It's okay.,0,Neutral,0,938
I know.,2,Sad,2,943
I'll never forget his face.,1,Happy,1,940
Good tradeoff,0,Neutral,0,944
He cried hard?,2,Sad,2,938
"they - they, it gets shipped to somewhere else and then it's stuck somewhere and then we have no way of tracking that.",0,Neutral,0,940
Yeah. I can see that.,0,Neutral,0,939
Shut up.,3,Angry,3,938
This is no time of year for Tunis.,0,Neutral,0,937
Well that sounds like your fault.,0,Neutral,0,942
So I was one of the first ones? That makes me feel so important.,1,Neutral,0,943
No.,2,Neutral,0,939
"Yes, I did quite a lot.",0,Neutral,0,944
It's just going to be--it's going to go faster than you think.,2,Neutral,0,941
"Yeah, I suppose I have been.  But it's going from me.",2,Neutral,0,938
"I don't know just sometimes you get kind of... No, I'm not saying that.  I just--",0,Neutral,0,945
"You are a vile, ill-tempered, loose living, wicked little beast and I never want to see you again as long as I live.",3,Angry,3,937
"No, I need your ID to give you a second ID.",3,Angry,3,945
"No, just making myself beautiful for you.",0,Neutral,0,941
Yeah.,2,Neutral,0,937
Do this whole thing by myself?,2,Neutral,0,941
Yeah.  I suppose I have been. But it's going from me.,2,Neutral,0,937
If one of us dies...,1,Neutral,0,945
finally and forever,3,Angry,3,946
"Listen, I've waiting my entire life on this beach just standing there waiting for this fish to show up and these fish never show up.",3,Angry,3,941
Really? It's been that long?,0,Neutral,0,944
What I was saying.,0,Neutral,0,940
okay.,0,Neutral,0,944
Um- Yes.  It was very romantic.,1,Happy,1,937
"No, No, No, I am grateful.",0,Neutral,0,943
"Yeah, we'll call them.  We'll figure something out.  I'm sorry, I'm sorry, I'm sorry.  You're right.",2,Sad,2,943
I mean I feel like my whole life is going to be spent standing on the beach waiting for the fish to show up with my eyes open and my hands clasped expectantly and the fish won't show up.,3,Angry,3,940
"Wow.  You know I was thinking about changing internet providers, but but that- that really is enough to change my mind.",1,Angry,3,944
You can't postpone it?,2,Neutral,0,939
"Oh, right, sure.  This is standing on the beach.   This is waiting.  This is fighting.",3,Angry,3,942
"Oh, well sure.",0,Neutral,0,938
There is no one upstairs.  It's a photographer's studio.,3,Neutral,0,946
"I think that's kind of stupid, that you put a hundred thousands of dollars in the bag.",0,Neutral,0,939
All dudes?,0,Neutral,0,944
I think it's a good idea to live together before you get married.,1,Neutral,0,943
That was the first time you ever hit me.,3,Neutral,0,942
It had to happen sooner or later.,1,Neutral,0,945
That'll be awesome.,1,Neutral,0,938
You don't want to think like that.,3,Neutral,0,942
"But the pennies always get you because you end up spending like, you know, fifty bucks.",0,Neutral,0,937
I wouldn't marry you if you came in crawling on your knees,3,Angry,3,938
They snap.,3,Angry,3,943
"He was a really, really good guy.",2,Sad,2,945
...the way he wanted to live and he was gonna go to Africa and he was gonna--,2,Sad,2,938
"You should just approach her like that.  Hey, will you bear my children?",1,Angry,3,943
How are you going to prove it?  Can you prove it?,3,Angry,3,946
No. What is it? Is it your mother?,2,Neutral,0,939
Annie I am going to make you a fortune.,1,Angry,3,944
Are you crazy?,3,Angry,3,942
"And I felt what you said, ashamed somehow 'cause nobody was changed at all.  It seemed to make suckers out of a lot of guys.  I felt wrong to be alive to open the new bank book, drive the new car, see the new refrigerator.",2,Sad,2,938
Okay. Just-,0,Neutral,0,939
"And I remember thinking this is it.  At last, at last I'm as happy as I'm supposed to be.",2,Happy,1,946
I want you to be okay with it as much as you can be.  I mean it's not a great situation but we don't have an option here.,2,Sad,2,946
"Yes of course, of course.",2,Neutral,0,943
[LAUGHTER],1,Neutral,0,945
"Oh See, I don't care what you do, see.  You can paint yourself green and run naked through the Place Vendome and run off with all of the men of the world.  I shan't say a word, just as long as you love me best.",1,Happy,1,937
You know why.,0,Neutral,0,946
"Yes, on this I would.",0,Neutral,0,945
I am the manager sir.,0,Neutral,0,941
I- I'm going to kill myself right now.,3,Angry,3,939
Yes--it is,0,Neutral,0,941
"All right.  But don't think like that.  Because what the hell did we work for, Chris?  I mean, this whole thing, it's all for you.",3,Angry,3,944
What time is it?  They're supposed to run around midnight.  This is great isn't it?  Look at this night we've got here.  It couldn't be better.,1,Happy,1,946
"No, it's totally original, though.",1,Neutral,0,944
What the hell is this?,3,Angry,3,942
"Okay, um.  Do you have your photo ID with you?",0,Neutral,0,942
"No, that desire will fade.  Along with our passion.",0,Neutral,0,938
I feel much better now.,3,Angry,3,946
How long did you know each other?,0,Neutral,0,945
"I'll have some myself, I think.",0,Neutral,0,946
far away and he won't be here.,2,Sad,2,941
"Yes I am.   Stop it. Stop it.  Let go of me. Oh.  You're a cruel fiend.  I loathe and I hate you. Marry you again?  Never, never, never. I hope you die in torment, you brute beast cad.",3,Angry,3,937
Don't be ridiculous. I mean don't you know that?,1,Neutral,0,940
What?,0,Neutral,0,945
You felt something that far back?,1,Neutral,0,944
I-I did.,1,Neutral,0,940
"Turn it on again, please.",3,Angry,3,938
Why did he invite her here?,3,Neutral,0,941
It's not like I can go to Kmart and buy another.,3,Angry,3,943
Well I lost them.,2,Neutral,0,937
And now- and now it's really shitty timing but now I have to go.,2,Angry,3,946
Okay.  Let's look up here,0,Neutral,0,941
"Amanda, listen.",3,Angry,3,946
Oh.,0,Neutral,0,945
If we're very quiet the fish might come.,1,Neutral,0,939
"Well as a matter of fact, yes, that's perfectly true.",0,Neutral,0,937
I'm gonna- I'm gonna bring security over and have them escort you out.,3,Angry,3,944
"Hey, what's up?",0,Neutral,0,946
Turn it off.  It is driving me mad.,3,Angry,3,943
"It was about four years ago, right after we got married.  We thought I was pregnant and we had a bottle of champagne but no glasses.  You asked me to dance.  So we took off our shoes and you popped the cork.",2,Neutral,0,942
feel the same way everybody else does.,2,Neutral,0,942
You won't even know your child when you come back.  This -- isn't there someone you could talk to?,2,Sad,2,942
I'm going to ask her to marry me.,0,Neutral,0,944
We can do Holiday Inn or...?,0,Neutral,0,941
"Maybe you should take a little break from it, but I don't think you should stop.",0,Neutral,0,940
"Going somewhere, my dear?",3,Neutral,0,946
"Pass up what?  These little fish swim onto the beach, flop around and then they swim away.  And then they die.",3,Angry,3,942
"I'm already calm. Okay, I'm calm. I'm calm.",3,Neutral,0,942
"Yes, I did quite a lot.",3,Angry,3,945
I don't know. But after it cracked he ran back into the house and he cried in the kitchen.,2,Sad,2,941
"Joe I'm serious I don't want to have to have a little girl to tell...asking every day where's daddy, where's daddy and have to tell her that he's away--",2,Sad,2,941
"It'll get better.  I know it doesn't help, but it will get better and you will remember all of the good things that you guys had; all of the memories that you have with him that were happy and you'll be grateful for those.",2,Sad,2,942
"For God sakes, it's been three years.  Nobody comes back after three years.  It's insane.",3,Angry,3,938
I don't understand why they would just do something like this?,3,Neutral,0,943
How long have you guys been going out?,1,Neutral,0,941
Oh you brought refreshments.,1,Neutral,0,941
"You're kidding me, this is a joke.",3,Angry,3,937
yeah.,0,Neutral,0,944
"And I remember thinking, this is it.  You know, at last--at last I am as happy as I am supposed to be.",2,Happy,1,938
He's not going to marry her.,3,Angry,3,937
It's good that you were there.,0,Neutral,0,945
"What if one of us dies, does the other one laugh then?",0,Neutral,0,944
No but that's an awesome school. That's so cool.,1,Neutral,0,940
No.  No.  I don't know. You know what? I'm going to call my lawyer. You know what?  That's what I'm going to do.  I'm going to call my lawyer and have him get down here and explain to you that this is an unacceptable option.,3,Angry,3,946
"Gosh, I should have brought it. I can't believe I forgot that.",0,Neutral,0,945
What about the business?  What the hell is this?,3,Angry,3,938
[LAUGHTER] That's really romantic.,1,Neutral,0,937
No.  I'm just gonna go have a fantastic day now.,1,Happy,1,944
Look what we got here.,1,Neutral,0,945
"I hope so, because I'm not going to be able to survive without all that. I don't know what I'm going to do.",2,Neutral,0,940
"I did want to see them, I always do. I mean I keep thinking that this is going to be the time and it never is.",3,Sad,2,940
Okay.  Great.  Four seats.  I'll book you for four seats.,0,Neutral,0,938
"Well, maybe, maybe he just wanted to see her.",0,Neutral,0,939
I- I-I didn't-- okay.,0,Neutral,0,937
And he's gone forever.  You're sure?,0,Neutral,0,946
"You're quite insufferable, I expect it's because you are drunk.",3,Angry,3,937
Yeah.,1,Neutral,0,940
Go away!  Go away!  I- I hate you.,3,Angry,3,944
"Yes.  On this, I would.",3,Neutral,0,944
"Okay.  Um, well, unfortunately yeah there was a some- some problems with the--",0,Neutral,0,938
"Yeah, she is good-looking.",1,Neutral,0,941
Every day since.,1,Neutral,0,939
yeah,2,Neutral,0,939
"you know, sometimes you think you want to make that phone call, or you think you want to tell somebody something, or something like that.  Do you know what I mean?  Like that's -- he was the person that I did that with.  You know, like, that's the person who I needed to call to tell things to all the time.",2,Neutral,0,944
You're not sorry you came?,0,Neutral,0,939
"I got all the character animals to do a conga line,",1,Neutral,0,941
"They didn't die, they killed themselves for each other.  I mean that, exactly.  Just a little more selfish and they would all be here today.",2,Neutral,0,937
they have that as a major?,0,Neutral,0,946
"You always think, you know when you were- you know when you were a little kid and you think something is gonna happen, like, it will all be better when I am older, you know?",2,Neutral,0,944
"It's hard to watch when it's painful for them, you know.",2,Sad,2,943
Uh huh Uh huh We want you to be happy.  You're our customer.  You're the most important thing. Okay?,0,Neutral,0,944
"and the fact that you know there is always different types of things and what kind of people they want in the office and whether it's male or female or you know what I mean, like things are out of your control.",0,Neutral,0,940
I'm sorry to hear about that.,0,Neutral,0,938
Not very good.,2,Sad,2,939
It's ridiculous.,3,Angry,3,946
[LAUGHTER] I'll never forget his face. [LAUGHTER],1,Happy,1,937
"You're a mean, evil minded, little tempered witch. I hope to God I never set eyes on you again as long as I live. Whore.",3,Angry,3,946
"Laugh, laugh at me but I will.  Because you know what happened when she came here?  When she came back she slept in his room, the memorial broke into pieces. Joe, look. Look at it. You got to believe with me.",3,Angry,3,941
You let him kiss you.  You said you did.,3,Angry,3,946
Okay.  All right.,0,Neutral,0,944
like I said before right now.,3,Angry,3,946
Do you want to take off your shoes?,1,Neutral,0,937
Very well if you insist on being boorish and idiotic.,3,Angry,3,945
Mmhmm.,0,Neutral,0,942
Why has to be you?  There's all those other people.  Somebody else can go instead.  It's not right.,2,Sad,2,943
"Twice is every time we've tried, that's ever",3,Angry,3,944
"Well, I mean, right now I'm just doing a little bit of everything.  And I don't- I don't think that I'm in like a profession, like career oriented place.",0,Neutral,0,944
I speak your language.,0,Neutral,0,945
"I don't know.  It seemed like a good spot to me.  I mean, look at the view you've got of the moon from here.",1,Neutral,0,942
You felt something that far back?,1,Neutral,0,939
I knew nothing of the sort. You took presents from him.,3,Neutral,0,940
"Yeah.  It's just, I never thought it would actually happen, you know? I mean- He's such a fighter and he's always so positive about everything.",2,Happy,1,944
Which particular one?,1,Neutral,0,940
You always had a weak head.,3,Angry,3,946
Well then you'll wake up the people downstairs.,3,Neutral,0,937
"What have I got to hide?  What the hell is the matter with you, Kate?",3,Angry,3,942
Did you talk to him?,2,Neutral,0,944
"Well, if it does happen again, let me give you my direct number and you can call me.  Actually, I'll give you my cell number. Um- It's --",0,Neutral,0,944
I knew they would.,0,Neutral,0,937
You know.,0,Neutral,0,940
...has anyone ever just said anything like that to you before?,0,Neutral,0,945
"Well, I don't want to, I don't want to live with my mom.",0,Neutral,0,943
Four o clock this morning.  I heard a crack and I woke up and looked out.  He was standing right over there when it cracked.,0,Neutral,0,937
"I, umm. I guess, I guess that's kind of why I came.",0,Neutral,0,937
Yeah. yeah.,0,Neutral,0,940
Hmm.,0,Neutral,0,937
"Isn't it your business, too, if I tell dad and he throws a fit about it?  You have such a talent for ignoring things.",3,Angry,3,944
"Just dancing barefoot in the sand, drinking champagne out of the bottle.",2,Neutral,0,940
"I understand that it's so frustrating but I know that you're here because you really want it you know and, and uh",0,Neutral,0,940
I guess he is.,0,Neutral,0,937
But this isn't at all what I wanted it to be.,2,Neutral,0,944
"The -- what, the- I mean--",0,Neutral,0,942
I- I can take your driver's license but I need another form of ID in order to process this paper work.,0,Neutral,0,940
Don't talk to me like I'm a child.,3,Angry,3,945
"Because they never do.  Do they, have they ever?",3,Angry,3,945
Then I guess that's the end of it.,0,Neutral,0,941
About what I just said.,0,Neutral,0,939
Okay.  Fine.  So green and what?,0,Neutral,0,946
How do you know she'll marry you? Maybe she feels the same way your father does.,0,Neutral,0,940
Okay.  We can get it here in about seven to ten business days.,0,Neutral,0,941
"I don't care what you do.  See, you could paint yourself green and dance naked in the Place Vendome and rush off madly with all the men in the world and I shan't say a word.  As long as you love me best.",0,Happy,1,938
Totally.,2,Neutral,0,940
"All right!  But don't think like that, because I mean, what the hell did we do all this for, Chris?  The whole business it's all for you!  The whole shooting match is for you!",3,Angry,3,943
It just doesn't seem fair.,2,Sad,2,946
"Just, you know, some thing; some genie. I need to find a genie bottle.",2,Neutral,0,942
"He kind of didn't have anyone to take care of that for him, so--",2,Sad,2,945
You're a evil vampire and I hope to God I never see you again as long as I live.,3,Angry,3,938
[LAUGHTER],1,Neutral,0,937
"Yeah, I'd love to be in that same situation some day, but, wow- so-",1,Neutral,0,938
"Yeah, I'd like one hour a day.  If I have to grub for money all day long, I'd like to go home to something beautiful.  I'd like a family.  I'd like some kids.",3,Angry,3,944
"Chris, what's the matter?",2,Neutral,0,945
Okay. You know--you know where?  Or--,0,Neutral,0,938
And what are you going to do about it?  You going to call someone?  You going to send me somewhere else?,3,Angry,3,941
Did you talk to him?,0,Neutral,0,939
yeah.,0,Neutral,0,943
Stop it.  Go away.  I hate you.,3,Angry,3,938
"Of course, our flashlight.  What's your is mine, mi flashlight es su flashlight.",0,Neutral,0,945
"No, I know, but.  I know I don't make you happy.",2,Sad,2,943
You're not sorry you came?,0,Neutral,0,941
"Of course, our flashlight.  What's yours is mine.  Me flashlight es su flashlight.",0,Neutral,0,937
Okay.  Tell them my - my ID number is two one three five.,0,Neutral,0,941
"This what, what is this?  This isn't even anything.",3,Angry,3,946
I'm really good at what I do.  I'm smart.  I'm trained.  I have the education.  I'm talented.  I cannot-,3,Angry,3,946
It was in the car right?  Driving past the Knickerbocker Liquor Locker...,0,Neutral,0,941
"Well, that's that's good, you know.  At least, I don't know.  I mean it's- it's better to go- to goout that way than...",0,Neutral,0,938
Every day since.,1,Neutral,0,946
Did you have insurance on your flight?,0,Neutral,0,944
"No particular reason.  Anyhow, they are very small ones.",0,Neutral,0,937
How do you know he's even thinking about it?,0,Neutral,0,942
"Right, well, last time they told me, it was this line, and obviously, it's not true.",3,Angry,3,943
"Oh, um-",0,Neutral,0,939
"Am I embarrassing you? Are you - See, I didn't want to do it here with this yard, on this porch.  I wanted it to be somewhere new, some place fresh for both of us.",1,Neutral,0,937
I've been college educated.,0,Neutral,0,945
"Now listen, kid. Now, listen.",0,Neutral,0,942
...pick up anything?,0,Neutral,0,937
L.A. apartment is fine.,1,Neutral,0,943
How do you know why she's waited?,0,Neutral,0,939
Yeah.,1,Neutral,0,941
No.,0,Neutral,0,942
What am I going to do with a fortune?,1,Neutral,0,939
"Now, what's going to happen to your father, do you know?  I don't.",2,Neutral,0,944
She wants grandkids. So we'll be working on that right away.,1,Neutral,0,944
"You paid for the flight and then your bags were checked at--it's a service that the airline provides for us.  So so, really, it's really the risk was taken and, I'm sorry, but there's really nothing else we can do.  So do you want--do you want the reimbursement?",0,Neutral,0,938
Hello.  This is Viacom Services.  How can I help you?,0,Neutral,0,941
"You must admit that he was in love with you, wasn't he?",3,Angry,3,942
"Are there candid cameras?  Is this that movie? There's that show, right?  Airplane, airline.",3,Neutral,0,937
You're not going like this.,3,Angry,3,938
oh.,1,Neutral,0,944
"I just, I don't know.",2,Neutral,0,943
How do you know why she's waited?  Hmmm?,0,Neutral,0,941
To hell with that.,3,Angry,3,946
Well you want to make sure your father isn't going to have --,0,Neutral,0,942
This is the end. Do you hear? The end. Now and forever.,3,Angry,3,939
But I'm going to definitely have to- uh--get your contact information,0,Neutral,0,939
I'm gonna ask her to marry me.,0,Neutral,0,938
So what I'm not fast with women.,3,Neutral,0,946
"Hi, can I help you?",0,Neutral,0,940
What?,3,Neutral,0,938
I'm going to come back.  I need you to believe that.,2,Sad,2,946
Give- Give me your manager right now.,3,Angry,3,941
And you know just I mean be careful in the future if um,0,Neutral,0,940
But this isn't anything like I thought it would be.,2,Sad,2,943
I know.,0,Neutral,0,937
He saw it.,0,Neutral,0,946
so you flew in from Atlanta...,0,Neutral,0,945
Why?,3,Neutral,0,945
"Oh, well, I'm sorry about that. Umm- We-",0,Neutral,0,939
Yeah--I completely understand.  It's a difficult process sometimes and we want to make traveling as easy as possible.,0,Neutral,0,938
I could hear him right through the floor in my room.,2,Neutral,0,940
I don't see why you want any you already had two glasses.,3,Angry,3,945
Or not.,0,Neutral,0,945
"I did it up at Yosemite.  We went camping right like we usually do.  You know we go camping up there all the time.  But, um- the waterfalls had died down a little bit, you know. And so uh- we-I had her climb up.",1,Neutral,0,944
I don't know.  I put in that. request too. They didn't...,2,Neutral,0,937
"I am a realtor and this is my business.  People are calling me all the time but you know, and I don't have a land line.  I can't afford to have a land line",3,Angry,3,941
"Oh, yes meaning just that.",1,Neutral,0,945
"We could mail it to you as well, but-",0,Neutral,0,940
You're not sorry you came?,1,Neutral,0,945
"Ann, I love you.  I love you.",1,Neutral,0,945
"Oh, that's right. Okay, I see. Right, right, right.",0,Neutral,0,946
I don't know if I- if I could take it.,2,Neutral,0,939
"Yeah, have you ever like lived with someone else before?",0,Neutral,0,944
Did you ask Annie yet?,0,Neutral,0,941
"I will, I will.",0,Neutral,0,943
I'm not in the least bit drunk.,3,Angry,3,939
"I've given it three years of thought.  I hoped that if I'd waited, dad would have forgotten about it by now.  And we could have like a normal wedding and everybody happy.",3,Sad,2,944
Right.,0,Neutral,0,942
"But if that can't happen, I'll just have to get out.",3,Neutral,0,944
I have no imagination that's all I know to tell you.,1,Neutral,0,946
How much did he win at the slot?,0,Neutral,0,937
"Augie, I'm sorry.",2,Neutral,0,940
How many?,2,Neutral,0,938
It's not so bad; it's a good thing.,0,Neutral,0,937
"Okay.  Does your D.S.L. cable, you know, travel a long distance by any chance? - Does it go through any windows?  I mean, is it --",0,Neutral,0,944
You know it's not just my business.,0,Neutral,0,937
just about all.,2,Neutral,0,943
I don't see why it has to be Annie.,3,Angry,3,946
"I felt what you said, ashamed somehow because nobody had changed at all.",2,Sad,2,944
Yeah.  You do that.  I'm coming from Baltimore.  You know where that is?,3,Angry,3,941
Then you help me stay here.,0,Neutral,0,942
It's so mixed up with so many other things.,2,Neutral,0,944
"You must have let him kiss you quite a good deal more then, huh?",3,Neutral,0,944
I don't want you in danger.  And I don't want her in danger.,2,Sad,2,938
Yeah.,0,Neutral,0,937
"That's it? Okay, yeah.  What else?",3,Neutral,0,939
"Well, you know a little.  If you were to listen to--",0,Neutral,0,945
"To save the environment, carpool.",0,Neutral,0,937
"I ignore what I got to ignore.  I mean, the girl is Larry's girl.",3,Neutral,0,944
I mean we can't-we're not a complete family without you here.,2,Sad,2,946
Oh my God.  I think a blood vessel burst in my head.,3,Angry,3,941
three hours and,3,Angry,3,940
"No, it isn't.",3,Neutral,0,944
"To show that, to bring that onto the Earth again, like some kind of monument and everyone can feel it standing behind him and it would make a difference to him.",2,Neutral,0,940
"We did everything together, you know.",2,Neutral,0,939
Carry her for nine months and then yes.,2,Sad,2,941
However I believe the real cause of that row was Peter Burden.,0,Neutral,0,937
No.,2,Neutral,0,941
"There's babies over there, though, that need mothers.",0,Neutral,0,937
All right.  And can they like all get together?,0,Neutral,0,938
"Yes sir, Yes.",0,Neutral,0,941
[GARBAGE],2,Neutral,0,944
"No, I have to go.",2,Sad,2,939
Yeah.,2,Neutral,0,943
Okay.,0,Neutral,0,937
So am I; bored stiff.,3,Angry,3,942
I didn't say that.,2,Neutral,0,939
No I'm beginning to think you might be right.,1,Neutral,0,941
No we won't.  It's pointless it's like a waiting up to see Santa Claus.,3,Angry,3,945
Last month--  Yeah.,2,Neutral,0,937
A lot of people loved him.,2,Neutral,0,945
"me, oh my god.",2,Neutral,0,939
--it doesn't really do anything.  But--,2,Neutral,0,942
"I was waiting for you, Chris.  'Til then, you never wrote and when you did, what did you say?  You sure can be ambiguous, you know.",1,Neutral,0,942
Well there has to be something you haven't tried.,0,Neutral,0,942
"Not very funny, dear.  You'd better have some more brandy.",3,Angry,3,946
I don't know.  It seemed like a good spot to me.,0,Neutral,0,946
I mean are you going in for interviews?,0,Neutral,0,943
"Right, well, by checking in your bags, you agreed to, you know, at the will of the--",0,Neutral,0,938
I'll miss you too.,2,Sad,2,940
Did you get the mail? So you saw my letter?,2,Neutral,0,937
Yes.,2,Neutral,0,940
I am just not.,0,Neutral,0,943
yeah.,0,Neutral,0,944
um Sorry.,0,Neutral,0,938
Yes. On this I would.,0,Neutral,0,939
"Everyone wants to be a working actor, but they all work at something else.",0,Neutral,0,943
Um.,1,Neutral,0,941
You too.,0,Neutral,0,942
Are you going to take out loans or-,0,Neutral,0,946
"Annie,",1,Neutral,0,939
Okay.  We're gonna get your -- a little black box is going to come up.  Do you see that?,0,Neutral,0,944
It's all right.  It's a good thing.  It's lovely here.  The air is sweet.,1,Neutral,0,944
Most of the...,3,Angry,3,941
"Well, um, is that kinda like the side of you that you let people see when you go into these job interviews?",0,Neutral,0,944
Do you remember the first year we came here?  It was like four years after we got married.,0,Neutral,0,937
No.  Wrong number. [LAUGHTER],1,Neutral,0,937
On what airline?,0,Neutral,0,943
Whose is it?,0,Neutral,0,942
Yeah.  This is so crazy.  I mean I didn't get into any other school but I got into the school I wanted.,1,Happy,1,941
That's the best way to put it.,0,Neutral,0,943
Are you sure you didn't make them?,0,Neutral,0,942
"I don't know how else to leave it.  What, do you want me to lie to you?",2,Neutral,0,946
Yeah.  I noticed that.  It's real pretty on the water.,1,Neutral,0,941
What am I going to do with a fortune?,1,Neutral,0,941
No. I'm just as happy as you are.  This is--,1,Happy,1,938
"But I know one thing, mom. We've made a terrible mistake with dad.",0,Angry,3,939
"There's like mystery here, there's magic.  It's like a little bit of the unexplainable.  I just can't see how you're not interested.",0,Neutral,0,937
"Really, Amanda",3,Angry,3,942
And I felt what you said- ashamed somehow-because nobody had changed at all.  It seemed to make suckers out of a whole lot of guys. and,2,Sad,2,943
"I don't know.  I mean, I kinda like the idea of having something outside, but--Like--is a- Yeah,",1,Neutral,0,938
"Annie, Annie, I'm going to make you a fortune.",1,Neutral,0,942
"Yeah, that is--how long you guys been together now?",0,Neutral,0,938
What does that mean? Me above all? What does that mean?,3,Angry,3,945
I'm sorry. I-,2,Neutral,0,944
That's how you get the big bucks.  Are you messing with the chair? Don't ruin it.,1,Neutral,0,937
Yeah.  They just called.,2,Neutral,0,946
"Right. You can go online, print it out, and just fill out the form and um- send it to us um- you know,  regarding the grievance and-",0,Neutral,0,940
Well what's the problem?  Let me change it.,0,Angry,3,937
We thought I was pregnant.,2,Neutral,0,941
"You're my guiding light, then they put on that song the I've had the time of my life, that song.",1,Happy,1,941
"Annie, I love you.",1,Neutral,0,939
And then we can honeymoon.  I want to go tropical though like Bahamas- --or like Tahiti or something. I just want to like beach and like drink.,0,Neutral,0,945
About what?,3,Neutral,0,946
I'm still working at my parents' restaurant. Busing tables.,0,Neutral,0,941
"Wouldn't you? Oh, come on.  you just tell me.  You would make an exception for me.",3,Neutral,0,944
"You mustn't be serious, my dear one.  That's just what they want.",0,Neutral,0,938
"And yeah, well, I mean, basically I just applied for any and every possible scholarship and grant that could come by, so I can go.",1,Happy,1,944
I don't want to win you from anybody. I want you to be ready for me.,1,Neutral,0,939
Yes it is.,0,Neutral,0,941
"Very well, if you insist on being boorish and idiotic.",3,Angry,3,942
"But don't think that way, you hear me?",3,Angry,3,942
"I don't know why but every time I reach out for something that I really want, I have to pull back 'cause someone else will suffer. My whole bloody life, time after time after time.",3,Angry,3,940
"I've given it three years of thought.  I hoped that if I waited, dad would forget about Larry",3,Angry,3,946
No.,3,Angry,3,939
"Well, it seems silly to go on and on in such a thing.",0,Neutral,0,943
"Well, I mean you're still here you've tried for this long so I think that says something all in itself.",0,Neutral,0,940
Yeah.  We played Wheel of Fortune pennies.  It's like a giant thing with like-,1,Neutral,0,937
What do you mean me above all?  Look at you.  You're shaking!,3,Angry,3,943
[BREATHING],1,Neutral,0,937
Fine.,0,Neutral,0,943
They want to deploy me next week.,2,Neutral,0,941
I know.,2,Neutral,0,941
He was out there when it happened.,2,Neutral,0,941
"Turn it on again, please.",3,Angry,3,945
"Going somewhere, dear?",3,Neutral,0,939
What would I do with a fortune?,1,Neutral,0,943
"Uhuh, uhuh.  He won big and he-and he realized that the only thing that would make it better was me as his bride.",1,Happy,1,937
"That'd be great, thanks.",1,Neutral,0,943
What have I got to hide?  What the hell is the matter with you Kate?,3,Angry,3,938
How are we supposed to tell Amy? How's she supposed to understand that?,2,Neutral,0,939
Probably a hundred people told her she's foolish but she's waited.,3,Angry,3,946
And he just took it overboard.,2,Neutral,0,941
"I just can't help wishing that I was somebody, somewhere else.",2,Sad,2,945
Yes we did. Do you want to keep going?,0,Neutral,0,942
I'm not in the least drunk.,3,Angry,3,946
So I'm putting the animals out we're getting the car to the garage and--,0,Neutral,0,945
"Uh, -Um",2,Neutral,0,941
"Bartending, catering.",0,Neutral,0,943
Give me--I'm going to talk to your supervisor. Give me your supervisor. I want to talk to your supervisor right now.,3,Angry,3,939
